title,title_id,genre,authors,weekdays,length,subscribers,views,likes,status,synopsis,rating,year
Don't Jinx It!,2537,ROMANCE,moonjoo,MONDAY,Short,158261,10316871,1442622,COMPLETED,"Somang, yang ingin mencoba berpacaran dengan seseorang di masa remajanya mempunyai satu jinx.
Yaitu, dia tidak akan pernah sukses pacaran jika dia membayangkan pernikahan dengan gebetannya. Apakah dia bisa mengatasi satu jinx ini?!
Kisah romantis Somang yang suka berkhayal!",2.9,2021
My One and Only,2536,ROMANCE,"chantal, Dongram, Junseng",THURSDAY,Short,545017,24030605,1780809,COMPLETED,"Arim yang mabuk setelah pulang kerja menemukan cowok ganteng yang menyebut dirinya sendiri sebagai ""manusia serigala"".
Masa sih dia benar-benar serigala?!",3.1,2021
The Lovely Sisters,2517,ROMANCE,"Jimmy sin, lobster",MONDAY,Short,208504,12782626,1474715,COMPLETED,"Ketika kakek Charlotte meninggal, gelar bangsawan dan seluruh kekayaan diwariskan kepada cucu perempuannya. Charlotte yang hidup menderita dengan senang hati menerima warisannya. Akan tetapi, sang ayah diam-diam memiliki putri selain Charlotte yang juga berhak menjadi pewaris. Apakah warisan tersebut akan jadi milik Charlotte, atau jatuh ke tangan Kara, sang adik yang baru dikenalnya?",5,2021
How to Train Celebrity,2491,ROMANCE,"Si Yeon, R",MONDAY,Short,47166,1021272,64718,COMPLETED,"Misun yang bermimpi menjadi PD dan membuat skenario dramanya sendiri mulai bekerja sebagai FD (Floor Director) di sebuah drama yang diproduseri Jin-Hyuk dan dibintangi oleh Eun-Ho sang aktor terpopuler. 
Tetapi kekacauan yang Misun lakukan membuatnya harus membayar kesalahannya pada Eun-Ho...?!",5,2021
Men of the Harem,2490,ROMANTIC FANTASY,"Alphatart, HereLee, YeongBin",THURSDAY,Long,778688,60243658,5846788,HIATUS,"Latrasil, sang kaisar perempuan, menginginkan lima lelaki untuk dijadikan pendamping. Dia ingin membuat haremnya sendiri, tidak kalah dari para kaisar lelaki yang memiliki banyak selir. Apakah para lelaki tampan ini mampu menyembuhkan hati Latrasil yang pernah disakiti mantan kekasihnya?",3.45,2021
Do As I Say!,2489,ROMANCE,Xuann,SUNDAY,Short,702583,54844923,5351507,COMPLETED,"Jieon yang pontang-panting harus melakukan tiga pekerjaan dalam sehari sangat stres dengan kamarnya yang berantakan. Tetapi, suatu hari dia mendapatkan satu boneka aneh... yang bisa memperbudak aktor terkenal, Doyoon.",3.65,2021
Shotgun Boy,2488,THRILLER,"Kimcarnby, Redbrush",SATURDAY,Short,483520,25325796,2381630,COMPLETED,"''Han Kyu-hwan', seorang anak laki-laki yang tidak punya pilihan selain menjadi pahlawan dari yang lemah,
Dan senapan yang dia temukan membuat bocah itu menjadi pahlawan.
Prekuel ""Sweet Home"", yang mencatat 1,2 miliar jumlah total view di global!",3.85,2021
Love Hidden in Lies,2487,ROMANCE,Aporo Kawai,WEDNESDAY,Medium,119118,5176848,649168,COMPLETED,"Bagi Natsume, Yuki adalah seorang cowok yang selalu bersamanya sejak kecil. Tapi... dia juga adalah orang yang Natsume sukai..!

Natsume, yang mau mendekatinya sebagai cewek, pura-pura berpacaran dengan salah satu teman sekelasnya, Takatsuki, untuk menarik perhatian Yuki.

Apakah Natsume bisa memperoleh perhatian Yuki melalui  kebohongan tersebut?!",2.95,2021
Half Ghost,2485,ROMANCE,se jeong,SUNDAY,Short,455141,37040772,4848649,COMPLETED,"Aku tidak bisa melihatnya, tapi bisa merasakannya..!
Kenapa hal-hal aneh terus terjadi setelah aku bertemu denganmu?!
Webtoon baru dari se jeong, author ""Ghost's Wife""!",3.1,2021
WiraDelima,2484,SLICE OF LIFE,Qoni,"TUESDAY, FRIDAY",Short,566055,48854600,6286930,COMPLETED,"Kisah seorang Wira, adik kelas yang bucin BANGET sama Delima, kakak kelasnya. Tapi, Delima tidak pede dengan tubuh mungilnya. Sejauh mana Wira akan berjuang demi menjaga senyum kak Delima-nya?",5,2021
Diary of Desire,2483,THRILLER,"juin kim, Taejoon Webtoon Company",TUESDAY,Short,504150,21027318,1882287,COMPLETED,"Semua orang memiliki hasrat yang kuat. Tapi, apakah hidup yang penuh hasrat tersebut akan berakhir dengan bahagia?

Webtoon baru yang diproduseri oleh Park Taejoon komikus dari ""Lookism"", ""How to Fight"", dan ""Loser Life"".",3.4,2021
Beyond Max Level,2482,FANTASY,"HONGSIL, MINo, OH",SATURDAY,Long,443668,35663062,2224882,COMPLETED,"Terjebak dalam ruang simulasi selama 3.000 tahun karena error yang tidak diketahui.
Tapi di dunia nyata, hanya 10 tahun sudah berlalu dan kini monster beserta dungeon muncul di dunia ini.
Pertarungan Kibong yang kembali dengan MAX LEVEL dimulai untuk mengembalikan semuanya!",3.35,2021
To Love Your Enemy,2477,ROMANCE,"Jungyoon, Taegeon","MONDAY, THURSDAY",Short,672128,42153502,3759054,COMPLETED,"Yeonhee yang berumur 24 tahun ini baru masuk universitas sebagai mahasiswi baru. Sebenarnya, dia mengganti namanya dengan nama baru untuk melepaskan diri dari jeratan masa lalunya yang menyebalkan.

Tapi, ternyata ada seorang mahasiswa sejurusan yang mengetahui masa lalu Yeonhee yang gelap tersebut! Bahkan dia benci sekali dengannya..!!

Apakah Yeonhee bisa menjaga rahasianya dan menjadi dekat dengan dia?",3.45,2021
Day by Bae,2430,ROMANCE,HAAI,SUNDAY,Short,141288,11595488,1633496,COMPLETED,"Kisah gadis desa bernama Sarmi Rahayu Ning Tyas (Hayu) yang sangat antusias mengubah hidupnya yang gitu-gitu saja. Dia nekat ke kota untuk kuliah dan berharap bisa membesarkan usaha ibunya sebagai pembuat jamu tradisional. Tapi tak disangka dia bertemu dengan Rendaru Ganendra (Ndaru), teman kecilnya yang sudah bertahun-tahun tidak bertemu. Parasnya sudah jauh berubah, dia jadi lebih tinggi, putih bersih, pokoknya tipe Hayu banget. Tapi sayang… dia dikelilingi oleh orang-orang mengerikan dan juga berbagai rumor miring tentangnya. 
Apakah Hayu tetap mau dekat dengannya dengan mengemban tudingan mirinya yang akan tersemat di dirinya nanti?
",2.95,2021
Berita Cinta,2429,ROMANCE,"Milka, Z6",FRIDAY,Short,328675,20532516,1934502,COMPLETED,"Demi bertemu dengan penyiar berita yang ganteng,
aku bekerja part time di kafe yang ada di stasiun siaran.
Tapi, kenapa dia dingin banget kepadaku..?
""Aku suka kamu dari dulu, tapi kok kamu ternyata dingin banget?!""",5,2021
Love is a Promise,2428,ROMANCE,"Ai_naBecce, 12pulang Studio",SATURDAY,Short,182077,9580739,999742,COMPLETED,"Dikarenakan sebuah janji dengan seorang wanita saat masih kecil, Ganendra pun terobsesi dengan Janji untuk menjadi sempurna demi wanita tersebut. Namun, apa yang akan dia lakukan disaat wanita tersebut kembali dengan sosok yang berbeda?",5,2021
Be My Soulmate,2427,ROMANCE,"NOH SEUNG-A, DALNODO",WEDNESDAY,Short,328999,20559774,1615515,COMPLETED,"Dua artis populer, Dakyung dan Minwoo, adalah teman masa kecil. Suatu hari, mereka tidak sengaja menimbulkan skandal..! Sekarang mereka harus berpura-pura akan menikah?!

Apakah mereka bisa menyimpan rahasia besar ini?",5,2021
She Would Never Know,2426,ROMANCE,"Cafelatte, JINHA",THURSDAY,Short,268005,12070889,864449,COMPLETED,"Setelah pacaran begitu lama, pacarku malah menikah sama orang lain?!
Dan di saat kala ingin bersedih, kok tiba-tiba juniorku yang begitu ganteng mendekatiku untuk balas dendam kepada pacarku... Kalau seperti ini, bagaimana kelanjutannya?!",3,2021
"Locker, Opener",2425,FANTASY,"Maanchwee, BARUNFLOWER",TUESDAY,Short,141626,6039936,645784,COMPLETED,"Tidak ada rahasia yang bisa disembunyikan di depan ""Opener"", seseorang yang memiliki super power untuk menguak semua rahasia seseorang.
Dobin Kim, detektif yang memiliki kekuatan ""Opener"" tiba-tiba harus berhadapan dengan kriminal ""Locker"" yang mampu mengunci semua fakta. 

Apakah Dobin bisa membuka semua fakta tersebut yang sudah dikunci oleh ""Locker""?",3.1,2021
Clueless Girl,2424,ROMANCE,Seokwoo,SATURDAY,Short,439752,34414430,3238098,COMPLETED,"Webtoon baru dari SEOKWOO, Author ""HANA HARU""!
Gabin adalah cucu dari ketua perusahaan besar yang tidak memiliki teman dan bahkan sampai dibully. Untuk mengatasi ini, Tae-woong, dipekerjakan menjadi pengawal Gabin dengan imbalan 500 juta won. 
Apakah Tae-woong bisa menjaga Gabin sambil menutupi identitasnya sebagai seorang pengawal?!",3.3,2021
The Real Lesson,2423,ACTION,"CHAE YONGTAEK, HAN GARAM",WEDNESDAY,Long,1580143,186183359,17132042,ONGOING,"Setelah undang-undang larangan memukul para siswa disahkan, semakin banyak siswa yang seperti preman.
Suatu hari, seorang laki-laki yang kuat muncul dan menghajar para preman sekolah tersebut.

Sebenarnya siapa laki-laki itu..?!",3.75,2021
I Raised A Beast,2422,ROMANTIC FANTASY,"Teava, Yeoseulki, Early Flower",MONDAY,Short,594034,50465577,5283305,COMPLETED,"Satu-satunya teman Blondina adalah seekor kucing yang lucu...tapi ternyata kucing itu... bisa berubah jadi manusia?!
Blondina tidak sengaja memelihara binatang yang berbahaya!",3.7,2021
Garden of the Dead Flowers,2372,THRILLER,"Sero, Corbenyx",MONDAY,Short,355299,19877332,2603874,COMPLETED,"Saat Mila terbangun, tiba-tiba dia sudah ada di Batavia pada zaman kolonial Belanda dan melihat kakekknya yang masih muda membunuh wanita! 
Kakek yang dia kira baik, ternyata membunuh gadis-gadis itu di tamannya dan menanamnya hingga menjadi bunga-bunga baru.",5,2020
Love Teleport,2371,FANTASY,"White  bear, Baogu",SATURDAY,Short,298968,14347728,1440637,COMPLETED,"""Siapa kau? Kenapa ada di rumahku?!""
Aku membaca novel sebelum tidur, namun tiba-tiba aku teleportasi ke rumah cowok itu... tapi, sepertinya dia nggak asing?!",5,2020
Oh My Boy!,2369,COMEDY,Kanipa,"WEDNESDAY, SUNDAY",Long,380465,33182156,3639637,COMPLETED,"Hanya karena pendek, berwajah manis dan menggemaskan Arya selalu ditolak oleh Saras. Tidak ingin terus patah hati, Arya bertekad untuk move-on dan merubah fisiknya untuk membalaskan dendam.. tapi, sepertinya semesta masih ingin menguji diri nya lebih lama lagi. ",5,2020
Perfect Family,2368,THRILLER,"N.B, JUNE",SATURDAY,Short,310795,16048045,1724019,COMPLETED,"Keluarga Seonhee terlihat sangat bahagia seperti keluarga pada umumnya.
Suatu hari Seonhee mengakui dia membunuh temannya.
Tetapi reaksi ibunya kok malah begini...?!",5,2020
High School Soldier,2367,ACTION,"YC, rak hyun",THURSDAY,Long,1527951,235711755,14903061,ONGOING,"Yoo Leejin, satu-satunya orang yang hidup dari kecelakaan pesawat terbang, harus bekerja sebagai tentara bayaran selama 10 tahun. Tapi akhirnya dia kembali ke tempat asalnya dan memulai kehidupan baru sabagai anak SMA biasa.

Apakah dia bisa bersekolah dengan normal?",4,2020
Gentle HIPster,2366,COMEDY,Henie,MONDAY,Short,259848,15545532,1786459,COMPLETED,"Gaeun, seorang CEO dari perusahaan baju Yoga 'LIP N HIP' sedang mencari model!
Ternyata yang dia cari adalah model cowok yang punya... bokong paling keren!?",3,2020
All I Want is You,2365,ROMANCE,"sage, Sungsil Park, DALCOM J",THURSDAY,Short,332009,32235335,2378828,COMPLETED,"Ban Jihoo, seorang CEO dari perusahaan besar, bertemu dengan matan tunangannya, Gong Eunyul, 5 tahun setelah mereka putus. Gara-gara surat wasiat dari kakeknya Jihoo, sekarang mereka harus menikah padahal Eunyul sudah memiliki satu anak..!

Apakah pernikahan mereka bisa lancar?",5,2020
Seasons of Blossom,2363,ROMANCE,"NEMONE, Hongduck",MONDAY,Short,751639,60921136,6818633,COMPLETED,"Banyak teman-teman berpikir Bomi dan Jaemin adalah pasangan yang serasi! Tapi kenapa Bomi malah berpacaran dengan Jinyoung yang pendiam di kelas?!

Kisah cinta segitiga yang manis seperti musim semi baru dimulai!",4.25,2020
You're My No. 1,2362,ROMANCE,"Seo hyeeun, ParkRaeMo",WEDNESDAY,Short,226495,12959005,1116331,COMPLETED,"Aku ini TOP STAR yang terkenal.
Tapi, kenapa aku malah jatuh cinta dengan aktris baru ini?!
Lebih parah lagi, dia bertingkah lebih dingin daripadaku...!

Kalau begini, apakah aku bisa mendekati dia?!",5,2020
Love Quest for a Servant Girl,2361,ROMANTIC FANTASY,"DANA LEE, JUNGDAM",FRIDAY,Short,237768,16126298,1743347,COMPLETED,"Kenapa aku menjadi seorang pembantu di dunia novel ini?!
""Yang mulia, tolong selamatkan saya. saya tidak ingin mati!""",3.1,2020
Dragon King's Chef,2306,ROMANTIC FANTASY,"BK_Moon, Karakul",FRIDAY,Short,301248,20121781,2514145,COMPLETED,"Kenapa raja naga ini tidak memakanku? 
Apa jangan-jangan dia suka dengan masakanku...?!",3.15,2020
Left Hand,2305,DRAMA,callistahermin,WEDNESDAY,Long,345366,23683249,2743070,HIATUS,"Kamu punya uang, aku punya cinta. Aku butuh uang, kamu butuh cinta. Bukankah kita serasi, “Sayang”?",2.8,2020
Witch's Wedding Diary,2304,ROMANTIC FANTASY,"New lung, Dimang, Baridal, chom",TUESDAY,Short,642018,47615795,4282189,COMPLETED,"Gara-gara satu malam dengan anak baru yang banyak mendapat perhatian di Menara Penyihir,
seorang penyihir yang genius hampir saja menodai semua predikatnya!

Untuk menyembunyikan rahasia ini, anak baru itu malah meminta untuk menikah?!",3.3,2020
Kedok,2303,FANTASY,xzbonbon,SUNDAY,Short,80869,2393282,342153,COMPLETED,"Oksi adalah pahlawan super yang sebenarnya nggak pingin jadi pahlawan super! Masa-masa indah di sekolahnya habis karena tugasnya sebagai pahlawan super. Suatu hari karena Oksi lupa memakai kostumnya dengan lengkap, identitasnya sebagai pahlawan super ketahuan oleh Minara, salah satu teman di sekolahnya yang sedang mencuri. Sejak saat itu, mereka sepakat untuk saling menjaga rahasia satu sama lain.",2.8,2020
Nice to Meet You,2302,ROMANCE,Wishroomness,SATURDAY,Short,224651,10973120,1458462,COMPLETED,"Mew si mahasiswi ceroboh menemukan kartu mahasiswa seseorang. Bukannya dikembalikan, Mew malah menukar kartu itu dengan miliknya sendiri! Ternyata si cowok dingin pemilik kartu itu malah bete. Apakah keisengan Mew berakhir baik atau buruk?",5,2020
The Master of 10 Billion,2301,DRAMA,"MOTGINI, GYU",WEDNESDAY,Short,95891,4199738,376705,COMPLETED,"Yumi sedang berjuang meluniasi hutang yang ditinggalkan oleh orang tuanya. 
Saat diancam oleh rentenir yang datang ke kost untuk mengambil hutang, 
ia dibantu oleh Soo-hyun yang memiliki banyak uang dan menggunakan kekuatan aneh...!!",5,2020
"Play, Pli",2300,ROMANCE,2F,MONDAY,Short,413945,26378784,3048676,COMPLETED,"Pli, seorang mahasiswi yang biasa, punya rahasia besar.
Dia sebenarnya youtuber terkenal yang suka upload cover lagu!
Suatu hari, LEVI, anggota grup Idol dan mahasiswa sejurusannya, follow akunnya Pli dan meminta untuk bertemu.

Apakah Pli bisa menyembunyikan sosoknya terus-menerus?",3.45,2020
Devil Shot,2299,FANTASY,CTK,SATURDAY,Long,203881,12289066,1338437,HIATUS,"Di saat kala menghadapi kematian, aku menandatangani kontrak dengan raja dunia bawah tanah.",5,2020
Cursed Blessing,2298,ROMANTIC FANTASY,"Dalsaeowl, Hwam",THURSDAY,Long,798797,81915409,8583368,ONGOING,"""Hai, wanita rendahan."" Rieta yang direncanakan untuk menjadi persembahan hidup, diselamatkan oleh
Grand Duke Axias. Lalu, bagaimana dengan kelanjutan nasib wanita ini...?!",5,2020
Bitter Sweet Marriage,2297,ROMANCE,"janggreen, Flowbee",TUESDAY,Short,503831,39043853,3365711,COMPLETED,"Yejun, teman lama Subin, tiba-tiba muncul di depan Subin dan melamarnya dengan jaminan bahwa uang yang dulu dipinjam Subin tidak perlu dikembalikan!

Subin harus bagaimana ya?!",5,2020
The Forbidden Marriage,2296,ROMANTIC FANTASY,"Chun Ji hye, Sanchaek",FRIDAY,Short,456961,35173301,3118883,COMPLETED,"Semua orang di kerajaan ini dilarang menikah oleh sang raja yang gagal move on. Seorang gadis yang jago menipu mencoba mengubah larangan tersebbut, namun semakin lama kebohongannya makin besar dan runyam!",5,2020
10 Tahun Setelah Pandemi,2295,HORROR,Various Artists,WEDNESDAY,Short,300526,9449655,448309,COMPLETED,"Apa yang terjadi apabila tidak ada vaksin untuk sebuah virus pneumonia yang terus bermutasi? Setelah 10 tahun penuh ketakutan dan kematian, apakah kamu berani untuk keluar dari rumahmu?",5,2020
"Hello, Mr.Blue",2294,ROMANCE,MOON NA-YOUNG,MONDAY,Short,329051,21714099,2347125,COMPLETED,Kisah romantis antara cewek yang takut pada air dan cowok yang lebih suka tinggal di dalam air!,5,2020
Pie Game,2267,HORROR,Jinsoo Bae,SATURDAY,Short,43759,2810174,258265,COMPLETED,"Semakin lama kau disini, semakin banyak uang yang akan didapatkan.
Pertanyaannya, sampai kapan kau kuat bertahan disini? Apa yang akan dikorbankan untuk menjadi orang kaya?",5,2020
Kemala,2266,HORROR,"Sweta Kartika, Dedy Koerniawan dan Pierre Rangga, I Wayan Suma Bagia",FRIDAY,Short,417820,23589785,2447287,COMPLETED,"""Rasanya seperti terbangun di tengah-tengah mimpi. Aku mulai resah menerka-nerka... Aku di mana? Aku ini siapa?!Perlahan aku sadar telah berada di alam arwah dan tak bisa lagi kembali. Kini aku hanya bisa melangkah ke depan, menembus dinginnya malam, mengantarkan gugusan jiwa yang tersesat sebelum aku bisa menemukan misteri atas takdirku sendiri...""",5,2020
The Girl's Trial,2265,HORROR,"Rusena, Borocom",MONDAY,Short,519387,55668940,5206588,COMPLETED,"Di kelas Gaeul, ada sistem kasta yang tak terlihat. Dia yang pendiam masuk ke kelompok 3.
Suatu hari, Gaeul yang ingin masuk ke kelompok 1 tidak sengaja melihat rahasia besar dari teman-temannya yang masuk di kelompok 1. 
Demi menjaga rahasia tersebut, Gaeul mulai bertindak semaunya sebagai saksi mata satu-satunya!",5,2020
The End of Relationship,2264,HORROR,kimyongki,"THURSDAY, SUNDAY",Short,122422,7443688,751188,COMPLETED,"Sewa vila saat liburan, malah ketemu pemilik vila yang tingkahnya aneh dan bikin merinding. Ada apa sebenarnya di vila itu?",5,2020
Bang Lambe,2263,SLICE OF LIFE,Alan,"MONDAY, THURSDAY",Long,175628,24916929,2355452,COMPLETED,Bang Lambe yang berprofesi sebagai ojol hanya menjalankan tugasnya demi segenggam receh untuk sekedar bertahan hidup. Tapi dia nggak pernah tau kejadian dan customer seperti apa yang bakal dia temui setiap harinya karna jalanan ibukota itu keras bwos! ,5,2020
Only You can See,2262,DRAMA,sosoman,WEDNESDAY,Short,271579,14358227,1731936,COMPLETED,"Semoga perasaanku sampai padamu!
Romantis Fantasi yang menyembuhkan hatimu!",5,2020
Moon Flower,2261,DRAMA,ifuaira00,TUESDAY,Short,397083,22706326,2167499,COMPLETED,"Murid berprestasi yang terlihat supel dan ramah itu adalah Naomi Syamsyah.
Siapa yang menyangka dibalik sosok lembutnya itu... penuh akan misteri?",5,2020
Hantu +62,2260,COMEDY,Meidito Dian,"MONDAY, FRIDAY",Short,769676,65524759,5084820,COMPLETED,"Setelah mati jadi hantu? Powpow memulai kehidupannya menjadi hantu tampan, bersama hantu-hantu lain di negara +62!",5,2020
Spirit Hunter,2259,ACTION,"Yoon Hyun-seung, Bang Seung-hyun",SATURDAY,Medium,253654,14651599,1228786,HIATUS,Pedang yang dimilikinya akan memburu semua roh gentayangan!,5,2020
Fight Class 3,2258,ACTION,LEE HAK,FRIDAY,Long,195505,21415835,1133585,HIATUS,"Jitae, siswa SMA yang penampilannya lemah, tiba-tiba diundang untuk bergabung ke kelas perkelahian oleh seniornya!

Mampukah dia menguasai teknik 'Jiu Jitsu' dan menjadi siswa top di sekolahnya?!",5,2020
The Man,2257,DRAMA,"Ha Neulso, Dogado, Lucas",WEDNESDAY,Long,127855,16809040,1589785,ONGOING,"Han Yoo-hyun, pekerja kantoran terbaik di dunia!
Setelah kehilangan segalanya, ia kembali ke masa lalu dan mengulang kehidupannya lagi. Kali ini, tidak akan ada penyesalan lagi!",5,2020
Player,2256,FANTASY,"JSP, SSAMBA",SUNDAY,Long,255578,25857077,1833616,HIATUS,"Seoljin, seorang pecundang di sekolah, tiba-tiba masuk ke dalam dunia webtoon aksi karena dia berjanji untuk masuk ke webtoon berjudul “Player” kalau kommennya menjadi komen terbaik!

Gimana nasibnya di dalam dunia webtoon?!",5,2020
